155.2
155.7
182.9
198.3
163.7
154.5
166
167
171.4
175
161.7
192
150.1
185
211.6
184.7
165
168.3
150.3
161.2
164.5
185.7
183.9
164
162.2
137.5
184.7
156.7
161.1
